,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,cleaning_fee,guests_included,extra_people,maximum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,first_review_since_host,last_review_month,host_active_days,Wireless Internet,Heating,Kitchen,Smoke Detector,Essentials,Dryer,Washer,Internet,Shampoo,TV,Carbon Monoxide Detector,Fire Extinguisher,Free Parking on Premises,Family/Kid Friendly,First Aid Kit,Cable TV,Indoor Fireplace,Pets live on this property,Hangers,Elevator in Building,Hair Dryer,Laptop Friendly Workspace,Iron,Safety Card,Air Conditioning,24-Hour Check-in,Buzzer/Wireless Intercom,Pets Allowed,Gym,yield
2968,within a day,100%,0.0,1.0,0.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,0.0,1,0.0,1125,2,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,2-3 years,2-6 months,1008.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5
2969,unknown,unknown,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,4,1.0,1.0,1.0,0.0,2,20.0,1125,89,95-100/100,10/10,10/10,10/10,0-8/10,10/10,10/10,0.0,strict,0.0,0.0,1,6-12 months,2-6 months,433.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.85999999999999
2970,within a day,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Private room,2,1.0,1.0,1.0,50.0,1,0.0,1125,0,95-100/100,9/10,10/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,2,2-3 years,2-6 months,1083.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,148.5
2971,unknown,unknown,0.0,1.0,0.0,Capitol Hill,1.0,Apartment,Entire home/apt,3,1.0,1.0,2.0,50.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,91.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2972,within an hour,100%,1.0,1.0,1.0,Ballard,1.0,House,Private room,3,1.5,1.0,3.0,20.0,2,20.0,1125,90,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,1.0,flexible,0.0,0.0,1,6-12 months,2-6 months,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,537.88
2973,within a few hours,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,2,1.0,0.0,1.0,10.0,2,25.0,1125,82,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,4+ years,2-8 weeks,1670.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,218.4
2974,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,4,1.0,1.0,4.0,75.0,3,15.0,1125,63,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,strict,0.0,0.0,3,4+ years,2-6 months,1561.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,256.2
2975,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,6,1.0,2.0,3.0,75.0,1,0.0,1125,87,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,101.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,167.57999999999998
2976,within a day,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,50.0,2,25.0,1125,0,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,2-3 years,0-2 weeks,1100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,97.02
2977,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,86,80-94/100,10/10,9/10,10/10,9/10,10/10,10/10,0.0,strict,0.0,0.0,2,2-3 years,2-8 weeks,1006.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,236.18
2978,within a few hours,50-89%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,3,1.0,1.0,1.0,25.0,2,20.0,1125,5,80-94/100,10/10,9/10,10/10,10/10,9/10,10/10,0.0,flexible,0.0,0.0,1,4+ years,0-2 weeks,2513.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,89.1
2979,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,7.0,14,86,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0.0,moderate,1.0,1.0,2,0-6 months,0-2 weeks,1035.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.15
2980,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,4,1.0,1.0,1.0,0.0,2,10.0,1125,29,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,817.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,284.75
2981,within a day,50-89%,0.0,1.0,1.0,Ballard,0.0,House,Private room,2,1.5,1.0,1.0,0.0,1,0.0,1125,62,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,2,no reviews,no reviews,521.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2982,unknown,unknown,0.0,1.0,0.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,0.0,3,89,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,940.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2983,within a day,50-89%,0.0,1.0,1.0,Ballard,0.0,House,Private room,2,1.5,1.0,1.0,0.0,1,0.0,1125,62,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,2,no reviews,no reviews,521.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2984,unknown,unknown,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.5,1.0,1.0,0.0,2,20.0,1125,70,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,2-3 years,2-6 months,1112.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.56
2985,within a day,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,62,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,1-2 years,2-6 months,690.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
2986,unknown,unknown,0.0,1.0,0.0,Ballard,0.0,House,Entire home/apt,4,1.0,1.0,1.0,75.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,moderate,0.0,0.0,1,no reviews,no reviews,1439.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2987,within a day,50-89%,0.0,1.0,1.0,Ballard,0.0,House,Private room,2,1.0,1.0,1.0,25.0,1,0.0,1125,88,95-100/100,10/10,10/10,10/10,9/10,9/10,10/10,0.0,moderate,0.0,0.0,1,6-12 months,2-8 weeks,327.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.79999999999998
2988,within a few hours,100%,1.0,1.0,1.0,Ballard,1.0,House,Private room,3,1.0,1.0,1.0,0.0,2,15.0,365,84,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,1.0,2,1-2 years,2-6 months,1743.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,239.4
2989,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,30.0,1,0.0,1125,56,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,175.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,267.54
2990,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,6,1.0,2.0,3.0,75.0,6,25.0,1125,83,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,1,0-6 months,2-8 weeks,101.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,356.5
2991,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,4,1.0,1.0,2.0,0.0,2,20.0,25,85,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,2,2-3 years,0-2 weeks,1006.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,275.87
2992,within a day,100%,1.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,5,1.0,3.0,4.0,125.0,5,25.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,0-6 months,2-6 months,236.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2090.0
2993,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,3,1.0,1.0,3.0,75.0,3,15.0,1125,89,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0.0,strict,0.0,0.0,3,4+ years,2-6 months,1561.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,364.5
2994,within a few hours,100%,0.0,1.0,0.0,Ballard,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,0.0,1,0.0,1125,62,80-94/100,9/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,149.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.1
2995,unknown,unknown,0.0,1.0,0.0,Ballard,0.0,House,Entire home/apt,2,1.0,1.0,2.0,60.0,1,0.0,21,59,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,2006.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,within a day,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,12,3.0,5.0,6.0,200.0,8,20.0,1125,0,80-94/100,9/10,10/10,10/10,10/10,9/10,9/10,0.0,strict,0.0,0.0,2,2-3 years,2-6 months,1876.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.1
2997,within a few hours,50-89%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,4,1.0,2.0,2.0,0.0,1,0.0,91,89,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,2-3 years,2-6 months,1235.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1216.6000000000001
2998,unknown,unknown,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,2,1.0,1.0,1.0,100.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,1.0,1.0,1,no reviews,no reviews,1610.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,4,1.0,2.0,2.0,0.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,1.0,1.0,2,no reviews,no reviews,1035.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,within a day,50-89%,0.0,1.0,1.0,Ballard,0.0,House,Entire home/apt,2,1.0,0.0,1.0,129.0,1,0.0,1125,33,80-94/100,9/10,9/10,0-8/10,9/10,0-8/10,0-8/10,0.0,strict,1.0,1.0,31,4+ years,2-6 months,1763.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,190.95000000000002
3001,within a few hours,100%,1.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,7,1.0,2.0,3.0,25.0,2,15.0,365,84,80-94/100,9/10,10/10,10/10,10/10,9/10,10/10,0.0,moderate,0.0,1.0,2,2-3 years,2-6 months,1743.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,476.7
3002,within a few hours,100%,1.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,15.0,1,0.0,1125,47,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-6 months,507.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.6
3003,within an hour,100%,0.0,1.0,0.0,Ballard,1.0,House,Entire home/apt,6,3.0,3.0,5.0,0.0,1,0.0,1125,16,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,254.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3004,within an hour,100%,1.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,4,1.0,1.0,2.0,65.0,1,0.0,1125,85,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,373.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.6
3005,unknown,unknown,0.0,1.0,0.0,Ballard,1.0,House,Private room,3,1.0,1.0,2.0,0.0,2,10.0,1125,33,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,6-12 months,2-6 months,475.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.95000000000002
3006,within a few hours,50-89%,0.0,1.0,0.0,Ballard,1.0,House,Entire home/apt,2,1.0,1.0,1.0,0.0,1,0.0,730,83,80-94/100,0-8/10,0-8/10,9/10,9/10,9/10,0-8/10,0.0,strict,0.0,0.0,1,0-6 months,2-8 weeks,2093.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,213.75
3007,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,Other,Entire home/apt,2,1.0,1.0,1.0,15.0,1,0.0,10,69,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,1-2 years,2-8 weeks,559.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,465.0
3008,within an hour,100%,1.0,1.0,1.0,Ballard,0.0,House,Entire home/apt,8,1.0,4.0,4.0,90.0,5,0.0,1125,90,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,strict,0.0,0.0,1,6-12 months,2-6 months,861.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,842.7
3009,within an hour,100%,1.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,0.0,1,0.0,30,87,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,flexible,0.0,0.0,1,0-6 months,0-2 weeks,412.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.65
3010,unknown,unknown,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,4,1.5,2.0,3.0,75.0,2,20.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,0-6 months,1+ year,963.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.00000000000001
3011,within a few hours,50-89%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,5,1.0,3.0,3.0,25.0,2,20.0,365,26,80-94/100,9/10,9/10,9/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,1,6-12 months,2-6 months,815.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
3012,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,2,1.0,0.0,1.0,0.0,1,0.0,180,63,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,1-2 years,0-2 weeks,531.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,278.85
3013,within an hour,100%,1.0,1.0,0.0,Ballard,1.0,House,Entire home/apt,2,1.0,1.0,1.0,30.0,2,30.0,29,80,95-100/100,9/10,10/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,1,0-6 months,2-8 weeks,611.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,619.74
3014,within a day,50-89%,0.0,1.0,1.0,Ballard,0.0,House,Entire home/apt,6,1.0,2.0,3.0,45.0,1,0.0,1125,90,95-100/100,10/10,0-8/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,6-12 months,0-2 weeks,327.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0
3015,within a few hours,90-99%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,155.0,1,0.0,1125,72,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,8,no reviews,no reviews,266.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3016,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,25.0,2,35.0,1125,20,80-94/100,9/10,0-8/10,9/10,9/10,9/10,0-8/10,0.0,flexible,0.0,0.0,2,0-6 months,2-8 weeks,260.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.10000000000002
3017,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,20.0,1,0.0,1125,70,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,2-3 years,2-8 weeks,953.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.32
3018,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Private room,2,1.0,1.0,1.0,25.0,1,0.0,1125,66,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,2,6-12 months,2-8 weeks,260.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123.12
3019,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,4,1.5,1.0,1.0,100.0,1,0.0,1125,90,95-100/100,10/10,9/10,10/10,9/10,9/10,9/10,1.0,moderate,0.0,0.0,4,0-6 months,2-8 weeks,258.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,244.49999999999997
