,Unnamed: 0,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,cleaning_fee,guests_included,extra_people,maximum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,first_review_since_host,last_review_month,host_active_days,Wireless_Internet,Heating,Kitchen,Smoke_Detector,Essentials,Dryer,Washer,Shampoo,TV,Carbon_Monoxide_Detector,Fire_Extinguisher,Free_Parking_on_Premises,Family/Kid_Friendly,First_Aid_Kit,Cable_TV,Indoor_Fireplace,Pets_live_on_this_property,Hangers,Elevator_in_Building,Hair_Dryer,Laptop_Friendly_Workspace,Iron,Safety_Card,Air_Conditioning,24-Hour_Check-in,Buzzer/Wireless_Intercom,Pets_Allowed,Gym,yield
958,958,within a few hours,100%,0.0,1.0,0.0,Central Area,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,5,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,6-12 months,0-2 weeks,419.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7
959,959,within a few hours,100%,0.0,1.0,1.0,Central Area,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,35.0,2,10.0,365,90,80-94/100,10/10,10/10,9/10,9/10,9/10,10/10,1.0,moderate,0.0,0.0,1,0-6 months,2-6 months,566.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0
960,960,within a day,0-49%,0.0,1.0,0.0,Central Area,0.0,House,Entire home/apt,4,1.0,1.0,3.0,0.0,3,50.0,31,2,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
961,961,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,House,Private room,2,1.0,1.0,1.0,30.0,2,0.0,1125,20,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,5,0-6 months,2-6 months,242.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.7
962,962,unknown,unknown,0.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,6,2.0,3.0,5.0,90.0,1,0.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,strict,0.0,0.0,1,6-12 months,2-6 months,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.88
963,963,within a few hours,100%,1.0,1.0,1.0,Central Area,1.0,House,Private room,2,1.0,1.0,1.0,0.0,2,0.0,1125,32,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,flexible,0.0,0.0,2,0-6 months,0-2 weeks,1105.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.2
964,964,within an hour,100%,0.0,1.0,0.0,Central Area,1.0,House,Entire home/apt,6,2.0,2.0,2.0,112.0,4,25.0,15,26,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,807.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,965,within a day,50-89%,0.0,1.0,1.0,Central Area,1.0,Apartment,Entire home/apt,3,1.0,1.0,1.0,75.0,3,0.0,365,90,80-94/100,9/10,10/10,9/10,10/10,9/10,9/10,0.0,strict,0.0,0.0,1,1-2 years,2-6 months,2188.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.79999999999995
966,966,unknown,unknown,0.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,7,2.5,3.0,3.0,100.0,6,25.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,0-8/10,10/10,0.0,moderate,0.0,0.0,1,1-2 years,2-6 months,689.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.8
967,967,within a few hours,100%,1.0,1.0,1.0,Central Area,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,0.0,1,0.0,365,38,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,flexible,0.0,0.0,2,1-2 years,0-2 weeks,1105.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.44
968,968,within a day,0-49%,0.0,1.0,0.0,Central Area,1.0,House,Entire home/apt,6,1.5,3.0,3.0,200.0,1,0.0,365,90,80-94/100,10/10,10/10,10/10,9/10,9/10,10/10,0.0,strict,0.0,0.0,1,0-6 months,2-8 weeks,669.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0
969,969,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,House,Private room,2,1.0,1.0,1.0,30.0,2,0.0,1125,20,0-79/100,9/10,0-8/10,9/10,9/10,9/10,0-8/10,0.0,strict,0.0,0.0,5,0-6 months,2-6 months,242.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.8
970,970,within a few hours,100%,0.0,1.0,1.0,Central Area,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,20.0,2,50.0,1125,62,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,moderate,0.0,0.0,1,0-6 months,1+ year,523.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2
971,971,within a few hours,50-89%,1.0,1.0,0.0,Central Area,0.0,House,Private room,3,1.5,1.0,1.0,15.0,1,29.0,1125,90,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,3,0-6 months,2-8 weeks,278.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
972,972,within an hour,100%,0.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,4,1.0,2.0,2.0,58.0,2,15.0,31,0,95-100/100,10/10,10/10,10/10,9/10,9/10,10/10,1.0,strict,0.0,0.0,1,2-3 years,2-8 weeks,1789.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
973,973,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,House,Private room,2,2.0,1.0,1.0,0.0,1,25.0,7,90,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,4,6-12 months,2-8 weeks,469.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8
974,974,within a few hours,50-89%,1.0,1.0,0.0,Central Area,1.0,House,Private room,3,1.5,1.0,1.0,16.0,1,29.0,1125,90,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,0.0,strict,0.0,0.0,3,0-6 months,2-8 weeks,278.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,195.29
975,975,within a few hours,50-89%,0.0,1.0,0.0,Central Area,1.0,House,Private room,2,1.5,1.0,1.0,0.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,3,no reviews,no reviews,103.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,976,within a few hours,100%,0.0,1.0,1.0,Central Area,1.0,House,Private room,2,1.5,1.0,1.0,30.0,1,19.0,260,33,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,0-2 weeks,742.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
977,977,unknown,unknown,0.0,1.0,0.0,Central Area,0.0,House,Private room,3,1.0,1.0,1.0,0.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,1231.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,978,within an hour,100%,0.0,1.0,1.0,Central Area,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,0.0,1,0.0,1125,80,80-94/100,10/10,10/10,9/10,9/10,10/10,9/10,0.0,moderate,0.0,0.0,1,2-3 years,2-8 weeks,1020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,603.5
979,979,within an hour,100%,0.0,1.0,0.0,Central Area,1.0,House,Entire home/apt,8,2.5,3.0,4.0,100.0,3,20.0,30,0,95-100/100,10/10,0-8/10,10/10,10/10,9/10,10/10,0.0,moderate,0.0,0.0,1,0-6 months,1+ year,1458.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.25
980,980,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,6,2.0,3.0,3.0,75.0,6,20.0,14,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,2,0-6 months,0-2 weeks,776.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0
981,981,within a few hours,100%,0.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,8,2.5,3.0,3.0,85.0,4,25.0,1125,51,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,1-2 years,0-2 weeks,529.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,922.58
982,982,unknown,unknown,0.0,1.0,1.0,Central Area,1.0,House,Private room,2,1.0,1.0,1.0,25.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,138.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
983,983,within a few hours,50-89%,0.0,1.0,0.0,Central Area,1.0,House,Entire home/apt,5,3.5,3.0,3.0,0.0,1,0.0,1125,62,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,3,no reviews,no reviews,103.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,984,within an hour,100%,0.0,1.0,0.0,Central Area,1.0,Apartment,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-6 months,132.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.19
985,985,within a day,100%,0.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,6,1.5,2.0,3.0,50.0,1,0.0,14,70,95-100/100,9/10,10/10,10/10,10/10,9/10,9/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,910.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.1
986,986,within a few hours,50-89%,0.0,1.0,0.0,Central Area,1.0,House,Private room,2,1.5,1.0,1.0,0.0,1,0.0,1125,90,95-100/100,10/10,0-8/10,10/10,10/10,0-8/10,10/10,0.0,flexible,0.0,0.0,3,0-6 months,2-6 months,103.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25
987,987,within a few hours,50-89%,1.0,1.0,1.0,Central Area,1.0,Apartment,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,0,95-100/100,10/10,10/10,9/10,10/10,10/10,9/10,1.0,moderate,0.0,0.0,2,1-2 years,2-8 weeks,892.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.52
988,988,within an hour,100%,1.0,1.0,1.0,Central Area,0.0,House,Private room,2,2.0,1.0,1.0,0.0,1,25.0,7,90,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,4,6-12 months,2-6 months,469.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.6
989,989,unknown,unknown,0.0,1.0,0.0,Central Area,1.0,House,Entire home/apt,8,3.5,5.0,5.0,250.0,1,0.0,30,0,80-94/100,9/10,9/10,10/10,10/10,9/10,0-8/10,0.0,strict,0.0,0.0,1,0-6 months,2-6 months,525.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,270.0
990,990,within a day,100%,0.0,1.0,1.0,Central Area,1.0,House,Private room,1,1.0,1.0,1.0,0.0,1,0.0,1125,66,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,226.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.64999999999998
991,991,within a few hours,100%,0.0,1.0,0.0,Central Area,1.0,House,Entire home/apt,8,3.5,5.0,5.0,120.0,1,0.0,365,0,95-100/100,10/10,10/10,9/10,10/10,9/10,10/10,0.0,moderate,0.0,0.0,1,1-2 years,2-6 months,1147.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0
992,992,within an hour,100%,0.0,1.0,0.0,Central Area,1.0,House,Entire home/apt,4,2.5,2.0,2.0,85.0,1,0.0,1125,74,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,97.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1050.0
993,993,within an hour,50-89%,0.0,1.0,1.0,Central Area,1.0,Apartment,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,81,80-94/100,9/10,0-8/10,9/10,9/10,9/10,9/10,0.0,flexible,0.0,0.0,1,0-6 months,0-2 weeks,353.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.22000000000003
994,994,within an hour,100%,0.0,1.0,1.0,Central Area,0.0,Apartment,Private room,2,1.0,1.0,2.0,50.0,1,15.0,33,77,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,strict,0.0,0.0,2,0-6 months,2-8 weeks,176.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
995,995,within an hour,100%,0.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,4,1.0,2.0,2.0,78.0,4,50.0,15,84,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,strict,0.0,0.0,1,0-6 months,0-2 weeks,258.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.5
996,996,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,House,Private room,1,2.0,1.0,1.0,0.0,0,0.0,7,78,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,4,0-6 months,0-2 weeks,469.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.92
997,997,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,12,3.5,5.0,8.0,250.0,1,0.0,1125,70,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,4+ years,2-6 months,1677.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1641.5
998,998,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,10,3.5,3.0,3.0,110.0,8,0.0,1125,45,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1.0,strict,0.0,0.0,5,0-6 months,0-2 weeks,242.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1623.0
999,999,within a day,100%,0.0,1.0,1.0,Central Area,0.0,House,Private room,2,1.0,1.0,1.0,0.0,0,0.0,21,47,80-94/100,10/10,9/10,10/10,10/10,9/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,505.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.98
1000,1000,within a few hours,100%,0.0,1.0,0.0,Central Area,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,90,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,0-2 weeks,49.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0
1001,1001,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,10,3.5,3.0,3.0,110.0,1,0.0,1125,79,95-100/100,9/10,10/10,10/10,10/10,9/10,10/10,1.0,strict,0.0,0.0,5,6-12 months,0-2 weeks,242.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0
1002,1002,within an hour,100%,0.0,1.0,0.0,Central Area,1.0,House,Entire home/apt,4,1.0,2.0,3.0,125.0,1,0.0,30,77,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,708.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1003,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,Apartment,Entire home/apt,5,1.0,1.0,3.0,60.0,2,10.0,60,80,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,0-6 months,0-2 weeks,367.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698.12
1004,1004,a few days or more,0-49%,1.0,1.0,0.0,Central Area,1.0,House,Entire home/apt,5,1.0,3.0,3.0,150.0,4,25.0,234,90,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,6-12 months,2-8 weeks,1194.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0
1005,1005,within an hour,100%,0.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,3,1.0,1.0,1.0,25.0,3,15.0,1125,42,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,flexible,0.0,0.0,1,0-6 months,0-2 weeks,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0
1006,1006,within an hour,100%,0.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,4,1.0,1.0,1.0,45.0,2,10.0,1125,88,80-94/100,10/10,10/10,9/10,9/10,10/10,10/10,1.0,moderate,0.0,0.0,1,0-6 months,2-8 weeks,551.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.2
1007,1007,within an hour,100%,1.0,1.0,1.0,Central Area,0.0,Apartment,Entire home/apt,3,1.0,1.0,1.0,35.0,2,25.0,1125,87,95-100/100,9/10,10/10,9/10,10/10,9/10,9/10,0.0,moderate,0.0,0.0,1,1-2 years,2-8 weeks,839.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0100000000001
1008,1008,within an hour,100%,0.0,1.0,0.0,Central Area,0.0,House,Private room,2,2.0,1.0,1.0,50.0,1,0.0,1125,90,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-6 months,131.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.6
1009,1009,within an hour,100%,1.0,1.0,1.0,Central Area,1.0,House,Private room,2,2.0,1.0,1.0,0.0,1,25.0,7,90,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,flexible,0.0,0.0,4,0-6 months,2-8 weeks,469.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.94
1010,1010,within an hour,100%,0.0,1.0,1.0,Central Area,1.0,House,Entire home/apt,4,1.0,1.0,2.0,0.0,2,17.0,120,0,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0.0,moderate,0.0,0.0,1,0-6 months,2-6 months,952.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.56
