,Unnamed: 0,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,cleaning_fee,guests_included,extra_people,maximum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,first_review_since_host,last_review_month,host_active_days,Wireless_Internet,Heating,Kitchen,Smoke_Detector,Essentials,Dryer,Washer,Shampoo,TV,Carbon_Monoxide_Detector,Fire_Extinguisher,Free_Parking_on_Premises,Family/Kid_Friendly,First_Aid_Kit,Cable_TV,Indoor_Fireplace,Pets_live_on_this_property,Hangers,Elevator_in_Building,Hair_Dryer,Laptop_Friendly_Workspace,Iron,Safety_Card,Air_Conditioning,24-Hour_Check-in,Buzzer/Wireless_Intercom,Pets_Allowed,Gym,yield
24,24,unknown,unknown,0.0,1.0,0.0,Queen Anne,1.0,House,Entire home/apt,5,2.5,3.0,3.0,150.0,1,0.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,0-6 months,2-6 months,238.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0
25,25,within a few hours,50-89%,0.0,1.0,1.0,Queen Anne,1.0,House,Entire home/apt,8,2.5,3.0,5.0,200.0,6,50.0,1125,33,95-100/100,10/10,10/10,9/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,2,1-2 years,2-6 months,571.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2340.0
26,26,within a few hours,100%,0.0,1.0,1.0,Queen Anne,1.0,House,Entire home/apt,5,1.0,2.0,3.0,35.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,2189.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,within an hour,100%,1.0,1.0,1.0,Queen Anne,1.0,Other,Private room,2,1.0,1.0,1.0,25.0,1,0.0,7,49,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0.0,strict,1.0,1.0,5,1-2 years,0-2 weeks,1161.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.2
28,28,within an hour,100%,0.0,1.0,1.0,Queen Anne,1.0,Apartment,Entire home/apt,6,2.0,3.0,3.0,125.0,1,0.0,1125,84,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,1,2-3 years,0-2 weeks,1184.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0000000000002
29,29,within an hour,50-89%,0.0,1.0,1.0,Queen Anne,1.0,Apartment,Entire home/apt,3,1.0,1.0,2.0,65.0,3,50.0,1125,30,80-94/100,0-8/10,9/10,0-8/10,10/10,9/10,9/10,0.0,strict,0.0,0.0,1,1-2 years,2-6 months,978.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.8
30,30,within an hour,90-99%,1.0,1.0,1.0,Queen Anne,1.0,Apartment,Entire home/apt,4,1.0,1.0,1.0,40.0,1,0.0,365,62,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,1.0,1.0,6,1-2 years,2-6 months,1047.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0
31,31,within a few hours,90-99%,0.0,1.0,1.0,Queen Anne,1.0,House,Entire home/apt,6,1.5,3.0,3.0,100.0,6,60.0,1125,77,80-94/100,9/10,9/10,10/10,9/10,10/10,9/10,0.0,strict,0.0,0.0,8,0-6 months,0-2 weeks,1036.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.0
32,32,within a day,50-89%,0.0,1.0,1.0,Queen Anne,1.0,House,Entire home/apt,4,3.0,3.0,2.0,80.0,1,0.0,120,9,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,268.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,917.0
33,33,within an hour,50-89%,0.0,1.0,1.0,Queen Anne,1.0,House,Entire home/apt,7,3.5,4.0,3.0,250.0,7,75.0,1125,0,0-79/100,0-8/10,9/10,0-8/10,9/10,9/10,0-8/10,1.0,strict,0.0,0.0,1,6-12 months,2-8 weeks,359.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,439.56
34,34,within an hour,100%,0.0,1.0,0.0,Queen Anne,1.0,Apartment,Entire home/apt,4,1.0,2.0,2.0,99.0,1,0.0,1125,68,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,1,0-6 months,2-8 weeks,838.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,360.93
35,35,within an hour,100%,0.0,1.0,1.0,Queen Anne,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,50.0,2,25.0,365,90,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,2,0-6 months,2-8 weeks,155.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1087.5
36,36,within a day,0-49%,0.0,1.0,1.0,Queen Anne,1.0,House,Entire home/apt,8,3.0,3.0,3.0,150.0,6,20.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,1,2-3 years,2-6 months,956.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.68
37,37,a few days or more,0-49%,0.0,1.0,0.0,Queen Anne,1.0,House,Private room,1,1.0,1.0,1.0,0.0,1,0.0,1125,88,95-100/100,9/10,0-8/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,6-12 months,2-8 weeks,483.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5
